HIP,RAhms,DEdms,Vmag,SpType,HD
17214,"03 41 13.75","-11 48 09.0",6.49,"F2III",23010
17220,"03 41 18.39","+28 42 10.1",6.88,"B9",22860
17223,"03 41 22.40","-19 35 03.8",6.58,"A3IV/V",23055
17256,"03 41 45.57","-47 46 32.9",6.96,"A4V",23274
17257,"03 41 48.17","+62 38 54.4",6.99,"C6.4ev",22611
17276,"03 41 59.09","-24 39 07.7",6.77,"F6V",23148
17296,"03 42 09.35","+63 13 00.3",5.06,"S5.3 SB:",22649
17298,"03 42 09.92","-45 57 28.5",6.5,"F8V",23308
17304,"03 42 14.90","-31 56 18.2",4.99,"B5III",23227
17309,"03 42 18.94","+19 42 01.0",5.68,"B9Vn",23016
17313,"03 42 22.64","+33 57 54.1",4.97,"B0.5V",22951
17320,"03 42 27.62","+32 56 22.0",6.77,"F8",22963
17328,"03 42 32.69","-85 15 43.3",6.4,"B9V",25887
17342,"03 42 42.73","+59 58 09.8",5.74,"K4Ib",22764
17347,"03 42 45.17","+69 50 44.6",6.98,"A3+...",22553
17351,"03 42 50.12","-37 18 48.0",4.59,"K2IIICN...",23319
17358,"03 42 55.48","+47 47 15.6",3.01,"B5III SB",22928
17364,"03 43 04.63","-50 38 39.5",6.97,"G1V",23456
17378,"03 43 14.96","-09 45 54.7",3.52,"K0IV",23249
17395,"03 43 33.84","-10 29 08.2",5.59,"A5m",23281
17408,"03 43 47.14","+19 39 54.6",6.13,"G8III",23183
17436,"03 44 06.36","-40 39 36.3",6.45,"K1III",23508
17437,"03 44 06.43","+48 31 25.3",6.06,"K4III",23049
17439,"03 44 09.02","-38 16 56.9",6.99,"K1V",23484
17440,"03 44 11.55","-64 48 25.5",3.84,"K0IV SB",23817
17448,"03 44 19.13","+32 17 17.8",3.84,"B1III",23180
17453,"03 44 28.19","+20 55 43.6",6.09,"A0V",23258
17457,"03 44 30.51","-01 09 47.1",5.24,"B7V",23363
17460,"03 44 31.40","+36 27 36.7",5.6,"A2m",23193
17464,"03 44 33.86","-54 16 27.1",6.29,"K1III",23697
17470,"03 44 37.21","+27 53 51.5",6.75,"F0",23245
17475,"03 44 40.91","+46 05 59.5",6.1,"A7IV",23139
17482,"03 44 44.90","+27 55 17.3",6.86,"G2IV",23257
17489,"03 44 48.20","+24 17 22.5",5.45,"B7IV",23288
17493,"03 44 50.47","-48 03 40.0",6.49,"G8/K0III",23670
17499,"03 44 52.52","+24 06 48.4",3.72,"B6III",23302
17506,"03 44 56.46","-00 17 48.2",5.56,"K4III",23413
17519,"03 45 02.72","+02 37 17.0",6.65,"F5",23412
17523,"03 45 07.09","+74 32 33.1",6.71,"G5",22648
17527,"03 45 09.73","+24 50 21.7",5.66,"B8V",23324
17529,"03 45 11.64","+42 34 42.8",3.77,"F5IIvar",23230
17531,"03 45 12.48","+24 28 02.6",4.3,"B6V",23338
17534,"03 45 15.88","-47 21 34.0",5.72,"K1III",23719
17543,"03 45 23.70","-71 39 29.7",6.26,"B8V",24188
17549,"03 45 31.04","+42 00 25.2",6.89,"A0",23267
17553,"03 45 33.14","-25 54 55.7",6.97,"F0IV/V",23616
17558,"03 45 37.11","+38 40 34.4",6.45,"K0",23301
17563,"03 45 40.43","+06 03 00.1",5.34,"B3V",23466
17572,"03 45 48.80","+23 08 50.1",6.85,"A0V",23410
17573,"03 45 49.59","+24 22 04.3",3.87,"B8III",23408
17575,"03 45 50.56","+55 03 50.0",6.83,"A5",23190
17579,"03 45 54.46","+24 33 16.6",5.76,"B8V",23432
17584,"03 45 59.25","+45 40 55.0",5.66,"B6V",23300
17585,"03 46 00.82","+67 12 06.8",5.79,"F0IV",23005
17587,"03 46 02.33","+63 20 42.2",4.78,"A3V...",23089
17588,"03 46 02.89","+24 31 40.8",6.43,"A0Vn",23441
17593,"03 46 08.50","-12 06 06.2",4.43,"M1III",23614
17595,"03 46 09.36","+06 48 13.2",5.91,"G9III",23526
17601,"03 46 13.27","-09 52 58.1",6.87,"K0",23635
17602,"03 46 13.89","+71 37 05.2",6.97,"G5",22912
17608,"03 46 19.56","+23 56 54.5",4.14,"B6IV",23480
17617,"03 46 26.24","+13 30 33.0",6.88,"A0",23538
17618,"03 46 27.42","-29 20 17.4",5.91,"A2V",23738
17631,"03 46 40.87","+32 17 24.7",6.68,"B3IV...",23478
17651,"03 46 50.99","-23 14 54.4",4.22,"F3/F5V",23754
17664,"03 46 59.38","+24 31 12.8",6.83,"B9.5V",23568
17675,"03 47 10.58","+51 42 23.7",6.9,"F0",23384
17678,"03 47 14.23","-74 14 21.3",3.26,"M2III",24512
17684,"03 47 17.16","+23 43 36.5",6.98,"F8IV",23609
17688,"03 47 19.74","-50 45 14.0",6.58,"K3III",24023
17689,"03 47 19.86","-29 54 05.7",6.54,"F5V",23856
17692,"03 47 20.96","+23 48 12.4",6.99,"A1V",23632
17693,"03 47 22.28","-29 28 06.7",6.93,"K1III",23869
17702,"03 47 29.06","+24 06 18.9",2.85,"B7III",23630
17704,"03 47 29.44","+24 17 18.4",6.83,"A0V...",23642
17707,"03 47 32.12","+55 55 19.4",6.09,"B9Vnn",23383
17717,"03 47 39.62","-23 52 29.3",5.24,"A1V",23878
17732,"03 47 49.04","+32 11 43.8",6.26,"G0",23626
17734,"03 47 49.60","-36 06 21.0",6.21,"B8V",23958
17735,"03 47 52.66","+33 35 59.6",6.57,"B2.5V",23625
17738,"03 47 56.02","-30 10 02.4",5.52,"G6III",23940
17744,"03 47 58.87","-02 51 41.1",6.98,"A2",23827
17745,"03 47 59.06","-26 19 43.0",6.97,"A3V",23920
17759,"03 48 06.56","+24 59 18.5",6.44,"K5",23712
17771,"03 48 16.25","+11 08 36.1",5.08,"B3V",23793
17772,"03 48 18.08","+50 44 12.4",6.18,"B8Vn",23552
17776,"03 48 20.80","+23 25 16.9",5.44,"B8V",23753
17785,"03 48 24.79","-54 17 37.7",6.89,"A4V",24185
17791,"03 48 30.08","+24 20 44.3",6.96,"A1V",23763
17792,"03 48 30.72","+09 38 45.3",6.68,"K1III",23841
17798,"03 48 35.72","-20 54 10.6",5.81,"K5III",23978
17797,"03 48 35.82","-37 37 12.5",4.3,"A+...",24071
17805,"03 48 38.92","+00 13 40.3",5.91,"K3III",23887
17832,"03 48 56.91","+23 51 26.2",6.47,"F0",23822
17838,"03 49 00.27","-26 01 57.2",6.95,"F3V",24070
17846,"03 49 08.12","+43 57 46.9",5.95,"A9IV",23728
17847,"03 49 09.73","+24 03 12.7",3.62,"B8III",23850
17851,"03 49 11.20","+24 08 12.6",5.05,"B7p",23862
17854,"03 49 13.70","+70 52 16.3",5.4,"A2m",23277
17856,"03 49 19.05","-01 27 11.4",6.55,"G5",23992
17858,"03 49 19.73","+57 07 06.0",6.46,"A0Vn",23594
17861,"03 49 21.44","-36 05 33.0",6.75,"K5/M0III",24150
17862,"03 49 21.74","+24 22 51.8",6.62,"B9.5V",23873
17874,"03 49 27.28","-36 12 00.4",4.17,"G8III",24160
17877,"03 49 27.57","+52 39 19.5",6.73,"B0.5III",23675
17884,"03 49 31.29","+65 31 33.6",4.39,"M1III",23475
17886,"03 49 32.70","+33 05 29.0",5.14,"A3V",23848
17891,"03 49 36.62","+63 17 49.6",5.82,"A5Vn",23523
17900,"03 49 43.52","+23 42 43.1",6.17,"B8V",23923
17907,"03 49 46.48","+09 24 27.2",6.77,"B9",23990
17921,"03 49 55.06","+22 14 39.3",6.05,"B8III",23950
17923,"03 49 58.04","+23 50 55.7",6.73,"A0V...",23964
17925,"03 50 02.61","-45 23 07.4",6.93,"G8III",24291
17930,"03 50 03.42","+37 52 26.4",6.61,"F0",23885
17932,"03 50 04.45","+44 58 04.5",5.65,"G2III...",23838
17943,"03 50 13.23","+34 49 13.1",6.77,"F0",23922
17950,"03 50 16.10","-01 31 21.5",6.47,"F2",24098
17951,"03 50 16.55","-32 17 07.5",6.93,"K5III",24248
17954,"03 50 18.91","+25 34 46.7",5.24,"A2V",23985
17959,"03 50 21.48","+71 19 56.5",4.59,"A2IVn",23401
17963,"03 50 25.07","+52 28 54.9",6.97,"B1IV",23800
17982,"03 50 37.55","-36 25 32.2",6.86,"B9.5V",24305
17988,"03 50 41.95","+01 33 50.2",6.6,"F0",24133
17999,"03 50 52.42","+23 57 41.7",6.95,"A2V",24076
18033,"03 51 15.86","+13 02 46.1",6.3,"B9p Si",24155
18046,"03 51 25.30","+25 09 46.6",6.79,"A2",24118
18052,"03 51 31.16","-21 16 51.5",6.59,"K0IIICN...",24328
18059,"03 51 36.61","+22 01 53.1",6.71,"K0III",24154
18067,"03 51 41.75","+68 30 27.1",6.31,"B9IVp",23662
18066,"03 51 41.79","-47 19 01.0",6.7,"A8III/IV",24500
18081,"03 51 53.72","+34 21 32.9",5.78,"B1V",24131
18088,"03 52 00.07","+60 20 11.5",6.91,"K0",23894
18089,"03 52 00.22","+06 32 05.7",5.66,"B5V",24263
18094,"03 52 04.45","+31 10 07.2",6.22,"A5V",24167
18104,"03 52 08.69","-01 08 55.6",6.77,"B9",24325
18106,"03 52 11.48","+25 09 48.5",6.77,"G0",24213
18109,"03 52 17.08","-00 39 20.2",6.82,"A2",24336
18113,"03 52 20.68","+62 20 41.4",6.73,"A2",23909
18122,"03 52 30.85","-05 03 15.2",6.74,"F0",24371
18138,"03 52 39.69","+32 24 30.9",6.73,"K0",24228
18141,"03 52 41.65","-05 21 40.5",5.48,"B8+...",24388
18169,"03 53 08.37","-06 38 01.5",6.56,"B9",24446
18170,"03 53 09.96","+17 19 37.8",5.97,"F4V",24357
18173,"03 53 12.93","-18 26 04.0",6.21,"K0/K1III+..",24497
18190,"03 53 30.21","+02 07 09.1",6.72,"B9",24456
18192,"03 53 30.55","-14 58 14.0",6.93,"K4III",24522
18199,"03 53 33.30","-46 53 36.9",5.93,"K3III",24706
18201,"03 53 34.46","+25 40 58.7",6.35,"A2V",24368
18212,"03 53 38.67","+48 39 02.0",5.76,"K0III",24240
18213,"03 53 38.92","-34 43 56.3",5.11,"B6/B7V",24626
18216,"03 53 42.68","-24 36 44.0",4.64,"B5V",24587
18217,"03 53 43.19","+57 58 31.3",5.8,"A5m",24141
18235,"03 53 59.25","-23 08 10.9",6.68,"G8IV/V",24616
18246,"03 54 07.92","+31 53 01.2",2.84,"B1Ib",24398
18254,"03 54 17.31","-27 40 08.1",6.99,"A4IV",24661
18255,"03 54 17.49","-02 57 17.0",4.46,"G8III",24554
18262,"03 54 23.18","-40 21 25.3",5.7,"K0III...",24744
18267,"03 54 27.90","+16 36 59.2",6.81,"G0",24496
18275,"03 54 33.94","-52 41 25.2",6.46,"A4V",24863
18286,"03 54 37.50","-46 25 00.7",6.9,"A3V",24805
18292,"03 54 42.48","+02 05 23.8",6.8,"G5",24585
18337,"03 55 15.54","-38 45 33.3",6.81,"Ap...",24825
18339,"03 55 16.17","-12 05 56.6",5.99,"Ap SrEu(Cr)",24712
18350,"03 55 23.08","+31 02 45.1",6.79,"O9.5pe",24534
18353,"03 55 24.85","+49 02 26.1",6.85,"B3II",24432
18366,"03 55 37.19","+52 13 35.6",6.82,"F5",24421
18370,"03 55 38.42","+52 38 28.8",6.74,"O9IV-V",24431
18383,"03 55 46.34","+56 55 08.7",6.92,"A7II",24395
18396,"03 55 58.16","+47 52 17.3",5.39,"B6V",24504
18401,"03 56 03.90","-63 27 49.8",6.14,"K1/K2III",25170
18413,"03 56 11.85","+59 38 29.4",6.53,"G0",24409
18428,"03 56 27.66","-13 35 51.1",6.37,"M1III",24834
18432,"03 56 28.60","-25 10 50.4",6.88,"G8V",24892
18434,"03 56 28.69","+35 04 51.3",5.49,"B1.5V",24640
18437,"03 56 29.35","-38 57 43.8",6.89,"A0V",24966
18438,"03 56 30.33","+71 49 17.9",6.31,"A5m",24164
18440,"03 56 31.56","-10 51 11.5",6.56,"F5",24833
18451,"03 56 36.33","+74 04 48.0",6.75,"K0",24064
18453,"03 56 36.44","+50 41 44.5",5.28,"F5IV",24546
18455,"03 56 37.90","-09 45 03.1",6.18,"F1V",24832
18471,"03 56 52.03","+22 28 41.7",5.62,"F2IV",24740
18481,"03 57 01.70","+06 02 24.5",6.09,"A2Vn",24817
18482,"03 57 01.77","-40 02 13.1",6.97,"K2III",25038
18485,"03 57 03.80","+23 10 32.1",6.05,"B9.5IV",24769
18488,"03 57 08.29","+61 06 32.1",4.99,"K3I-II",24480
18490,"03 57 11.29","+21 19 24.9",6.84,"K0",24777
18499,"03 57 16.30","+41 52 50.4",6.84,"A2",24689
18505,"03 57 25.44","+63 04 20.1",4.95,"B9.5V",24479
18508,"03 57 26.39","+24 27 43.0",6.19,"K0",24802
18518,"03 57 35.08","+36 29 29.5",6.98,"F0",24747
18532,"03 57 51.22","+40 00 37.0",2.9,"B0.5V",24760
18543,"03 58 01.73","-13 30 29.7",2.97,"M1IIIb Ca-1",25025
18545,"03 58 02.70","+72 43 28.5",6.63,"K0",24296
18547,"03 58 03.13","+34 48 50.6",6.54,"A8V",24809
18554,"03 58 15.22","-49 36 36.3",6.94,"K0III",25245
18565,"03 58 29.13","+38 50 25.3",6.32,"K1III:",24843
18592,"03 58 42.87","-57 06 08.6",6.05,"F2IV",25346
18597,"03 58 44.74","-61 24 00.5",4.56,"M2III",25422
18602,"03 58 49.83","+57 27 03.5",6.96,"A0",24717
18606,"03 58 52.42","-05 28 10.3",5.85,"G9V",25069
18614,"03 58 57.90","+35 47 27.7",3.98,"O7.5Iab:",24912
18634,"03 59 19.71","+13 58 30.7",6.77,"G5",25049
18635,"03 59 20.27","-43 55 02.8",6.83,"K1III",25301
18647,"03 59 30.13","-12 34 27.6",5.61,"K4III",25165
18656,"03 59 37.43","-56 28 22.5",6.82,"A2m...",25449
18657,"03 59 39.98","+38 49 13.4",6.51,"A1Vp...",24982
18658,"03 59 40.41","+10 19 49.5",6.35,"F5V",25102
18673,"03 59 55.48","-24 00 58.5",4.62,"Ap Si",25267
18677,"03 59 59.33","-61 53 41.2",6.7,"K4III",25581
18688,"04 00 10.45","+40 00 49.4",6.89,"A0",25022
18691,"04 00 15.53","-51 33 53.9",6.51,"M1III",25470
18717,"04 00 36.89","+17 17 48.2",6.31,"A0V",25175
18723,"04 00 40.62","-30 29 26.6",5.93,"A1V",25371
18724,"04 00 40.82","+12 29 25.4",3.41,"B3V + A",25204
18729,"04 00 43.64","-71 10 00.8",6.6,"A1/A2V",25938
18735,"04 00 48.69","+18 11 38.6",5.89,"F4V...",25202
18744,"04 00 53.81","-62 09 33.7",4.48,"M4III",25705
18748,"04 00 56.81","+23 12 05.7",6.52,"B9V",25201
18762,"04 01 06.96","+20 11 57.7",6.76,"K1III",25230
18769,"04 01 14.84","+36 59 22.1",6.39,"A0V",25152
18772,"04 01 18.07","-61 04 44.6",4.97,"K4III",25728
18788,"04 01 32.03","-01 32 58.7",5.28,"B5V",25340
18805,"04 01 46.13","+09 59 52.9",5.67,"B5V",25330
18824,"04 02 03.18","-34 28 55.6",6.73,"G1/G2V",25535
18844,"04 02 26.56","-61 21 25.9",6.74,"G5IV-V",25874
18847,"04 02 28.01","-78 37 59.1",6.63,"K0III",26595
18850,"04 02 29.22","+03 50 50.1",6.91,"B8",25412
18859,"04 02 36.66","-00 16 05.9",5.38,"F5V",25457
18863,"04 02 38.46","-00 48 03.7",6.93,"A0",25466
18875,"04 02 47.05","-22 35 39.3",6.9,"K1III",25575
18893,"04 02 59.45","+09 12 32.0",6.91,"F8",25463
18894,"04 02 59.81","-48 22 07.8",6.95,"K2III",25771
18907,"04 03 09.38","+05 59 21.5",3.91,"A1V",25490
18911,"04 03 10.58","+08 52 57.5",6.65,"K0",25477
18913,"04 03 11.16","+78 12 10.1",6.98,"K0",24545
18923,"04 03 22.12","+48 50 27.2",6.97,"F7IVn",25293
18926,"04 03 24.75","-20 08 37.7",6.47,"B3V",25631
18939,"04 03 33.89","-25 50 52.4",6.57,"M2III",25676
18950,"04 03 39.40","-47 51 42.9",6.62,"A4/A5IV",25860
18957,"04 03 44.60","+05 26 08.3",5.32,"B3V",25558
18975,"04 03 56.51","+08 11 49.9",5.45,"F2V",25570
18990,"04 04 08.65","-16 35 18.9",6.36,"K2/K3III/IV",25700
18993,"04 04 09.79","+02 49 38.1",5.36,"F6IV",25621
19009,"04 04 21.67","+24 06 21.7",5.46,"G0III...",25555
19011,"04 04 22.71","-12 47 32.4",5.62,"K1III",25723
19018,"04 04 27.16","+59 09 19.8",5.0,"F0II",25291
19030,"04 04 36.97","+55 03 59.6",6.55,"F2IV",25362
19036,"04 04 39.62","+17 31 03.3",6.64,"K2III",25627
19037,"04 04 40.89","-20 22 54.6",6.12,"K1II",25803
19038,"04 04 41.66","+22 04 55.4",4.36,"K0III",25604
19039,"04 04 43.07","+32 34 16.4",6.87,"B3V",25539
19070,"04 05 14.35","-01 00 42.2",6.97,"G5",25790
19076,"04 05 20.15","+22 00 33.2",5.9,"G5V",25680
19089,"04 05 36.03","+34 14 21.5",6.64,"F2",25657
19091,"04 05 36.63","-31 03 03.3",6.94,"F6V",25983
19095,"04 05 37.30","-27 39 07.3",5.59,"F0IV/V",25945
19103,"04 05 41.59","+10 02 13.6",6.72,"G5",25800
19111,"04 05 46.73","-20 30 45.1",6.34,"G8/K0III",25944
19121,"04 05 56.49","-08 51 21.9",6.27,"A3V",25910
19127,"04 06 02.11","+46 55 32.5",6.77,"A2",25616
19129,"04 06 03.17","+68 40 47.9",5.88,"K2III",25274
19139,"04 06 08.06","+62 06 06.6",6.76,"B0.5III",25443
19167,"04 06 35.06","+50 21 04.9",4.25,"A0IVn",25642
19171,"04 06 36.40","+27 36 00.1",5.18,"B9p Si",25823
19172,"04 06 36.58","+54 00 32.0",6.31,"K0III-IV",25602
19174,"04 06 36.90","-18 03 02.8",6.6,"K3III",26024
19177,"04 06 38.81","+65 31 15.1",6.14,"A3m",25425
19196,"04 06 51.18","-49 37 42.8",6.86,"F3IV/V",26246
19201,"04 06 55.82","+33 26 47.0",6.7,"B5V:p SB",25833
19202,"04 06 58.12","-21 59 38.5",6.65,"A5m...",26087
19205,"04 07 00.52","+29 00 04.6",5.21,"F1V",25867
19206,"04 07 00.63","-10 00 00.4",6.88,"G0",26040
19222,"04 07 10.72","+74 00 01.9",6.49,"K0",25225
19226,"04 07 15.74","-09 45 28.1",6.77,"K0",26068
19233,"04 07 21.29","-64 13 23.2",6.37,"G3V",26491
19242,"04 07 25.24","-42 55 00.5",6.59,"K0III",26262
19243,"04 07 25.72","+74 38 12.0",6.8,"K0",25213
19249,"04 07 29.27","-06 00 26.8",6.91,"A2",26066
19256,"04 07 37.43","-37 03 43.0",6.71,"K3III",26242
19261,"04 07 41.91","+15 09 46.2",6.02,"F3V",26015
19272,"04 07 51.39","+62 19 48.4",6.95,"B0III",25638
19284,"04 07 59.41","+17 20 23.7",5.89,"K5III",26038
19298,"04 08 13.10","+43 11 28.3",6.57,"B8",25932
19302,"04 08 15.46","+37 43 40.7",6.07,"K1III",25975
19331,"04 08 33.82","-45 51 53.5",6.58,"F2V",26413
19335,"04 08 36.49","+38 02 24.8",5.52,"F7V",25998
19343,"04 08 39.67","+47 42 45.3",3.96,"B3Ve",25940
19348,"04 08 42.10","+10 05 58.0",6.79,"M0",26163
19356,"04 08 47.32","+50 12 01.7",6.95,"A0",25929
19361,"04 08 51.72","+23 52 16.2",6.97,"K2",26116
19363,"04 08 53.50","+23 05 55.1",6.87,"A3",26128
19370,"04 08 56.82","+41 30 14.5",6.98,"A3",26031
19376,"04 09 01.56","+13 23 53.9",5.94,"B9.5V",26171
19388,"04 09 09.90","+19 36 33.5",5.51,"K2III",26162
19398,"04 09 17.84","-16 23 09.2",5.45,"B5IV",26326
19400,"04 09 22.16","+54 49 44.7",6.25,"F5V",25948
19402,"04 09 22.43","+73 34 13.1",6.76,"F5",25473
19411,"04 09 27.21","+06 43 30.7",6.74,"B9",26256
19412,"04 09 27.58","+59 54 29.1",6.29,"G8II",25877
19428,"04 09 38.81","+31 39 07.0",6.88,"F5",26161
19434,"04 09 43.04","+03 19 22.2",6.49,"F2",26292
19440,"04 09 49.14","-03 34 24.7",6.84,"A0",26336
19453,"04 09 58.95","-25 02 30.9",6.95,"K0/K1III",26428
19454,"04 10 00.22","+86 37 34.9",5.84,"F5IV",22701
19461,"04 10 02.79","+80 41 55.2",5.1,"G8III+...",25007
19483,"04 10 22.52","-06 55 25.8",5.44,"G8III",26409
19504,"04 10 42.29","+18 25 24.0",6.61,"F6V",26345
19509,"04 10 45.89","-35 16 25.4",6.43,"K2IIIp...",26575
19511,"04 10 47.74","-08 49 11.4",5.7,"G9III:",26464
19513,"04 10 49.88","+26 28 51.7",5.39,"F2IV-V",26322
19515,"04 10 50.43","-41 59 37.5",4.93,"A9V",26612
19525,"04 10 59.02","+33 35 12.5",5.75,"K1II-III",26311
19529,"04 11 03.39","+16 38 49.1",6.97,"B8",26398
19550,"04 11 13.24","+41 44 51.2",6.98,"K0",26285
19554,"04 11 20.20","+05 31 22.9",5.71,"F4V",26462
19569,"04 11 31.64","-00 25 21.0",6.59,"K0",26516
19571,"04 11 36.18","-20 21 22.6",5.8,"A1V + (F/G)",26591
19587,"04 11 51.93","-06 50 16.0",4.04,"F2II-III",26574
19590,"04 11 56.10","-08 50 15.0",6.45,"G5",26584
19601,"04 12 00.26","-17 16 28.6",6.41,"K0III",26625
19611,"04 12 09.28","+00 44 08.0",6.62,"G5",26573
19619,"04 12 13.60","+79 01 48.0",6.92,"K0",25406
19626,"04 12 20.36","-04 24 37.0",6.7,"K5",26608
19641,"04 12 31.32","+17 16 39.0",6.09,"K0III",26546
19642,"04 12 31.59","-44 22 05.7",6.7,"K3/K4III",26820
19666,"04 12 48.04","-23 49 16.2",6.61,"M0III",26742
19672,"04 12 51.25","+22 24 48.5",6.14,"B9IIIsp...",26571
19673,"04 12 51.88","+68 30 04.1",6.33,"K0",26101
19677,"04 12 56.23","-06 23 16.9",6.76,"K0",26663
19679,"04 12 58.45","+32 31 58.0",6.69,"K0",26526
19690,"04 13 03.31","-23 07 41.8",6.78,"F2IV/V",26757
19704,"04 13 14.95","-70 25 14.1",6.99,"A9IV",27346
19718,"04 13 31.25","+08 53 25.3",6.52,"A2m",26677
19719,"04 13 33.11","+07 42 57.7",5.29,"F3V...",26690
19720,"04 13 34.55","+10 12 45.1",6.24,"B8Vn",26676
19721,"04 13 35.71","-40 21 28.2",6.36,"K3III",26927
19725,"04 13 38.15","-01 08 59.0",6.45,"B5IV",26739
19727,"04 13 41.09","+49 05 38.2",6.92,"G5",26482
19730,"04 13 44.81","+72 07 34.4",6.05,"K1III",26076
19736,"04 13 49.83","+12 45 13.5",6.25,"K0",26703
19740,"04 13 56.39","+09 15 50.0",4.84,"G5III",26722
19741,"04 13 57.25","-37 01 49.3",6.99,"K3III:",26934
19743,"04 13 58.80","-32 02 31.3",6.98,"K0III",26921
19746,"04 13 59.73","+37 58 01.7",6.47,"G9III",26605
19747,"04 14 00.08","-42 17 37.9",3.85,"K1III",26967
19758,"04 14 09.55","-46 07 56.0",6.77,"F8/G0V",27019
19767,"04 14 18.09","+12 20 53.7",6.74,"G2V",26749
19769,"04 14 19.83","-38 15 36.6",6.92,"G8III",26979
19777,"04 14 23.69","-10 15 21.2",4.87,"K3III",26846
19780,"04 14 25.43","-62 28 26.3",3.33,"G7III",27256
19785,"04 14 26.42","+23 41 47.2",6.77,"K0",26719
19799,"04 14 36.24","+10 00 41.2",5.22,"B9Vn",26793
19805,"04 14 48.55","-62 11 31.4",5.45,"K0III",27304
19810,"04 14 52.07","+37 32 33.6",6.31,"G5",26702
19811,"04 14 53.31","+40 29 01.4",4.67,"G5II comp",26673
19812,"04 14 53.86","+48 24 33.7",4.12,"G0Ib...",26630
19820,"04 15 00.30","-16 10 50.4",6.94,"G5IV/V",26940
19823,"04 15 01.80","+57 27 37.3",6.06,"A4III",26553
19836,"04 15 11.07","-37 11 48.8",6.76,"A3V",27078
19849,"04 15 17.64","-07 38 40.4",4.43,"K1V",26965
19855,"04 15 25.85","+06 11 59.7",6.94,"G5IV",26913
19856,"04 15 26.75","-16 26 42.6",6.87,"B7III",26994
19859,"04 15 28.86","+06 11 13.6",6.32,"G0IV...",26923
19860,"04 15 32.05","+08 53 32.7",4.27,"B3IV",26912
19877,"04 15 46.21","+15 24 02.7",6.31,"F5Vvar",26911
19878,"04 15 46.29","-23 14 16.1",6.73,"A1V",27066
19881,"04 15 51.69","-22 09 04.8",6.93,"A3V",27076
19890,"04 15 58.95","-84 10 52.9",6.99,"K0/K1III",29245
19893,"04 16 01.49","-51 29 13.5",4.26,"F4III",27290
19917,"04 16 20.92","-60 56 54.8",6.34,"Ap EuCr(Sr)",27463
19921,"04 16 29.08","-59 18 06.3",4.44,"K2IV",27442
19949,"04 16 43.11","+53 36 42.5",5.2,"A2Vn",26764
19960,"04 16 48.70","+16 12 52.0",6.57,"K1III",27029
19968,"04 16 53.55","+61 51 00.1",5.69,"B5Vn",26670
19983,"04 17 08.07","+57 51 37.7",5.72,"K1III",26755
19985,"04 17 11.42","+05 01 28.6",6.91,"F2",27131
19986,"04 17 12.31","+50 51 57.0",6.59,"K2",26857
19990,"04 17 15.69","+20 34 43.5",4.93,"A3m",27045
19996,"04 17 19.23","-06 28 19.8",5.95,"G8III:",27179
20004,"04 17 21.10","+57 10 41.8",6.71,"Ap Sr",26792
20020,"04 17 40.27","-63 15 19.8",5.88,"B+...",27657
20025,"04 17 42.99","+13 50 11.3",6.9,"G5",27145
20037,"04 17 50.74","+67 05 19.3",6.89,"B8",26669
20039,"04 17 51.85","+80 32 08.7",6.39,"K0",25904
20042,"04 17 53.62","-33 47 54.0",3.55,"B9V",27376
20049,"04 17 59.18","-80 12 51.1",5.67,"K2/K3III+..",28525
20063,"04 18 08.09","+42 08 28.5",6.22,"B9V",27026
20069,"04 18 14.22","-14 38 19.6",6.86,"K0III",27325
20070,"04 18 14.58","+50 17 44.3",4.6,"A2V",26961
20075,"04 18 16.07","-20 42 55.1",6.0,"M4III",27362
20087,"04 18 23.14","+21 34 45.8",5.64,"F0V",27176
20089,"04 18 24.64","+09 29 13.9",6.54,"A4III",27236
20106,"04 18 37.46","-22 58 11.4",6.09,"A3m...",27411
20109,"04 18 39.98","-52 51 37.0",6.08,"A8V+...",27604
20138,"04 19 02.89","-33 54 16.7",6.36,"A+...",27490
20144,"04 19 06.36","-79 31 15.5",6.96,"A7III/IV",28566
20155,"04 19 13.11","+42 22 52.8",6.98,"F5",27157
20156,"04 19 13.18","+50 02 55.8",5.46,"A7V",27084
20161,"04 19 16.65","-44 16 04.2",5.33,"K2III",27588
20171,"04 19 26.08","+21 08 32.7",5.5,"B9IV",27295
20179,"04 19 30.99","-08 07 10.4",6.95,"A0",27436
20186,"04 19 36.69","+21 46 24.9",5.34,"A0p Si",27309
20188,"04 19 37.43","+10 07 17.5",6.31,"K0",27386
20194,"04 19 42.40","-25 01 29.4",6.86,"K3III",27518
20205,"04 19 47.53","+15 37 39.7",3.65,"G8III",27371
20212,"04 19 53.62","-12 23 56.9",6.72,"G8III",27487
20215,"04 19 54.78","+16 31 21.6",6.85,"F7V+...",27383
20219,"04 19 57.63","+14 02 06.9",5.58,"F3V...",27397
20225,"04 20 02.74","+78 04 46.6",6.95,"G5",26415
20229,"04 20 09.06","-16 26 14.1",6.8,"B9V",27528
20231,"04 20 09.95","+31 57 11.5",6.16,"K5",27349
20234,"04 20 11.51","+50 55 15.4",5.55,"B1.5IV",27192
20241,"04 20 14.42","+41 48 29.4",5.95,"K0III",27278
20243,"04 20 15.29","-02 37 42.8",6.89,"M4III",27498
20250,"04 20 21.23","+27 21 03.4",4.97,"K1III",27382
20252,"04 20 24.66","+34 34 00.3",4.93,"G8III",27348
