HIP,HD,HR,Bayer,Fl,Cst
73165,132052,5570," ",16,"Lib"
71957,129502,5487,"mu.",107,"Vir"
72631,130952,5535," ",11,"Lib"
104382,177482,7228,"sig",,"Oct"
115836,219765,8862,"tau",,"Oct"
92824,164461,6721,"chi",,"Oct"
111196,211539,8505,"ups",,"Oct"
107843,206240,8280,"lam",,"Oct"
118114,224362,9061,"gam02",,"Oct"
117689,223647,9032,"gam01",,"Oct"
112405,214846,8630,"bet",,"Oct"
110256,210967,8481,"eps",,"Oct"
112781,215573,8663,"ksi",,"Oct"
107089,205478,8254,"nu.",,"Oct"
110078,210853,8471,"psi",,"Oct"
98495,188228,7590,"eps",,"Pav"
104043,199532,8021,"alf",,"Oct"
102162,196051,7863,"mu.01",,"Oct"
102125,196067,7864,"mu.02",,"Oct"
105678,203133,8156,"Y",,"Pav"
104755,201371,8092,"omi",,"Pav"
102773,197635,7934,"sig",,"Pav"
110618,211998,8515,"nu.",,"Ind"
113137,216437,8701,"rho",,"Ind"
107835,207241,8333,"omi",,"Ind"
106044,203881,8196,"SX",,"Pav"
105858,203608,8181,"gam",,"Pav"
110838,212581,8540,"del",,"Tuc"
111310,213442,8582,"nu.",,"Tuc"
110130,211416,8502,"alf",,"Tuc"
108478,208496,8369,"kap",,"Ind"
109081,209529,8409,"kap",,"Ind"
108281,208149,8362,"pi.",,"Ind"
108870,209100,8387,"eps",,"Ind"
108431,208450,8368,"del",,"Ind"
90133,167468,6829,"phi",,"Oct"
91792,171759,6982,"zet",,"Pav"
94724,179009,7274,"tau",,"Pav"
102157,196519,7881,"ups",,"Pav"
102395,197051,7913,"bet",,"Pav"
98478,188584,7603,"mu.01",,"Pav"
98624,188887,7612,"mu.02",,"Pav"
99240,190248,7665,"del",,"Pav"
93015,174694,7107,"kap",,"Pav"
92294,173168,7036,"the",,"Pav"
97421,186543,7510,"nu.",,"Tel"
101773,195961,7859,"rho",,"Pav"
101983,196378,7875,"phi02",,"Pav"
101612,195627,7848,"phi01",,"Pav"
103227,198700,7986,"bet",,"Ind"
105841,203760,8188,"gam",,"Ind"
105319,202730,8140,"the",,"Ind"
104085,200365,8055,"mu.",,"Ind"
100751,193924,7790,"alf",,"Pav"
102333,197157,7920,"eta",,"Ind"
102950,198308,7968,"iot",,"Ind"
102790,198048,7952,"zet",,"Ind"
118322,224686,9076,"eps",,"Tuc"
118121,224392,9062,"eta",,"Tuc"
114996,219571,8848,"gam",,"Tuc"
113957,217902,8774,"kap",,"Gru"
115713,220729,8907,"omi",,"Gru"
112374,215369,8655,"eta",,"Gru"
113638,217364,8747,"zet",,"Gru"
112623,215789,8675,"eps",,"Gru"
113190,216656,,"tau02",,"Gru"
113191,216655,,"tau02",,"Gru"
113307,216823,8722,"tau03",,"Gru"
113044,216435,8700,"tau01",,"Gru"
110506,212132,8524,"pi.02",,"Gru"
110478,212087,8521,"pi.01",,"Gru"
112122,214952,8636,"bet",,"Gru"
111043,213080,8560,"del02",,"Gru"
110997,213009,8556,"del01",,"Gru"
118234,224554,9069,"pi.",,"Phe"
117315,223145,9006,"sig",,"Phe"
116737,222287,8966,"the",,"Phe"
116389,221760,8949,"iot",,"Phe"
116231,221507,8937,"bet",,"Scl"
114421,218670,8820,"iot",,"Gru"
114131,218227,8787,"the",,"Gru"
112203,215104,8644,"rho",,"Gru"
111594,214085,8600,"sig01",,"Gru"
111643,214150,8602,"sig02",,"Gru"
115054,219693,8859,"phi",,"Gru"
114132,218242,8790,"ups",,"Gru"
113860,217792,8767,"pi.",,"PsA"
115102,219784,8863,"gam",,"Scl"
109268,209952,8425,"alf",,"Gru"
109973,211202,8488,"mu.02",,"Gru"
109908,211088,8486,"mu.01",,"Gru"
109111,209688,8411,"lam",,"Gru"
106327,204783,8229,"ksi",,"Gru"
104177,200702,8069,"eta",,"Mic"
105696,203585,8180,"the02",,"Mic"
105382,203006,8151,"the01",,"Mic"
108085,207971,8353,"gam",,"Gru"
106340,204854,8230," ",6,"PsA"
107380,206742,8305,"iot",9,"PsA"
106703,205529,8256," ",7,"PsA"
107608,207155,8326,"the",10,"PsA"
110936,212953,8552,"nu.",,"Gru"
111188,213398,8576,"bet",17,"PsA"
112948,216336,8695,"gam",22,"PsA"
113246,216763,8720,"del",23,"PsA"
113368,216956,8728,"alf",24,"PsA"
112102,214966,8637," ",19,"PsA"
112862,216210,8693," ",21,"PsA"
109289,210066,8433,"ups",,"PsA"
109285,210049,8431,"mu.",14,"PsA"
109422,210302,8447,"tau",15,"PsA"
108952,209476,8405," ",13,"PsA"
108661,209014,8386,"eta",12,"PsA"
109789,210934,8478,"lam",16,"PsA"
111138,213296,8570,"zet",,"PsA"
111954,214748,8628,"eps",18,"PsA"
110529,212271,8529," ",49,"Aqr"
110391,212010,8516," ",47,"Aqr"
111449,213845,8592,"ups",59,"Aqr"
88866,165040,6745,"pi.",,"Pav"
90797,169978,6916,"nu.",,"Pav"
92609,173948,7074,"lam",,"Pav"
93163,175329,7127,"ome",,"Pav"
89042,165499,6761,"iot",,"Pav"
90098,168339,6855,"ksi",,"Pav"
95932,183028,7393,"mu.",,"Tel"
95261,181296,7329,"eta",,"Tel"
92646,174295,7087,"kap",,"Tel"
93148,175510,7134,"lam",,"Tel"
93815,177171,7213,"rho",,"Tel"
96341,184127,7424,"iot",,"Tel"
95294,181623,7343,"bet02",,"Sgr"
95241,181454,7337,"bet01",,"Sgr"
99120,190421,7673,"ksi",,"Tel"
101772,196171,7869,"alf",,"Ind"
101477,195569,7846,"nu.",,"Mic"
102693,197937,7943,"iot",,"Mic"
100591,193807,7787,"kap02",,"Sgr"
100469,193571,7779,"kap01",,"Sgr"
98032,188114,7581,"iot",,"Sgr"
98412,189103,7623,"the01",,"Sgr"
98421,189118,7624,"the02",,"Sgr"
90568,169767,6905,"zet",,"Tel"
88714,165024,6743,"the",,"Ara"
90830,170465,6934,"del01",,"Tel"
90853,170523,6938,"del02",,"Tel"
90422,169467,6897,"alf",,"Tel"
95347,181869,7348,"alf",,"Sgr"
92308,173715,7062,"eta01",,"CrA"
92382,173861,7068,"eta02",,"CrA"
93542,176638,7188,"zet",,"CrA"
94005,177873,7242,"del",,"CrA"
94160,178345,7259,"bet",,"CrA"
94114,178253,7254,"alf",,"CrA"
93825,177474,7226,"gam",,"CrA"
89112,166063,6783,"eps",,"Tel"
90982,170845,6951,"the",,"CrA"
90968,170868,6952,"kap02",,"CrA"
90969,170867,6953,"kap01",,"CrA"
92226,173540,7050,"mu.",,"CrA"
91875,172777,7021,"lam",,"CrA"
93174,175813,7152,"eps",,"CrA"
94730,180093,7296,"RY",,"Sgr"
98688,189763,7650,"c",62,"Sgr"
98162,188603,7604,"b01",59,"Sgr"
98353,189005,7618,"A",60,"Sgr"
98066,188376,7597,"ome",58,"Sgr"
93506,176687,7194,"zet",38,"Sgr"
93864,177716,7234,"tau",40,"Sgr"
96465,184707,7440,"h02",52,"Sgr"
96406,184552,7431,"h01",51,"Sgr"
96729,185404,7470," ",53,"Sgr"
95477,182369,7362,"chi01",47,"Sgr"
95486,182391,,"chi02",48,"Sgr"
95503,182416,7363,"chi03",49,"Sgr"
94643,179950,7292,"psi",42,"Sgr"
95564,182629,7375," ",50,"Sgr"
103882,200163,8048,"zet",,"Mic"
102831,198232,7965,"alf",,"Mic"
104174,200763,8076," ",2,"PsA"
102989,198529,7979,"bet",,"Mic"
103738,199951,8039,"gam",,"Mic"
105140,202627,8135,"eps",,"Mic"
106067,204394,8214," ",5,"PsA"
104148,200718,8070,"del",,"Mic"
104750,201901,8110," ",3,"PsA"
102978,198542,7980,"ome",18,"Cap"
104234,200914,8080,"A",24,"Cap"
102485,197692,7936,"psi",16,"Cap"
106654,205471,8253," ",8,"PsA"
107128,206356,8285," ",41,"Cap"
109786,210960,8480," ",41,"Aqr"
109332,210191,8439," ",35,"Aqr"
108797,209278,8396," ",29,"Aqr"
105881,204075,8204,"zet",34,"Cap"
106039,204381,8213,"b",36,"Cap"
105928,204139,8207," ",35,"Cap"
105665,203638,8183," ",33,"Cap"
106559,205289,8245," ",37,"Cap"
106723,205637,8260,"eps",39,"Cap"
104963,202320,8127,"phi",28,"Cap"
104365,201184,8087,"chi",25,"Cap"
104452,201352,8091," ",27,"Cap"
104019,200499,8060,"eta",22,"Cap"
105143,202671,8137," ",30,"Cap"
105168,202723,8139," ",31,"Cap"
105515,203387,8167,"iot",32,"Cap"
107188,206453,8288,"kap",43,"Cap"
106985,206088,8278,"gam",40,"Cap"
107556,207098,8322,"del",49,"Cap"
107302,206677,8302," ",45,"Cap"
108036,207958,8351,"mu.",51,"Cap"
107232,206561,8295," ",44,"Cap"
107095,206301,8283," ",42,"Cap"
107517,207052,8319,"lam",48,"Cap"
100062,192879,7748," ",4,"Cap"
102487,197725,7937," ",17,"Cap"
100195,193150,7761,"sig",7,"Cap"
101120,195093,7829,"omi",12,"Cap"
101123,195094,7830,"omi",12,"Cap"
100881,194636,7814,"pi.",10,"Cap"
101027,194943,7822,"rho",11,"Cap"
101984,196777,7900,"ups",15,"Cap"
101751,196348,,"tau01",13,"Cap"
101923,196662,7889,"tau",14,"Cap"
97290,186648,7515,"f",56,"Sgr"
97783,187739,7561," ",57,"Sgr"
100345,193495,7776,"bet",9,"Cap"
100325,193452,7775,"bet02",,"Cap"
98258,188899,7614,"g",61,"Sgr"
98633,189741,7649," ",63,"Sgr"
98953,190454,7675," ",65,"Sgr"
99918,192666,7738," ",3,"Cap"
99572,191862,7715,"ksi",2,"Cap"
100310,193432,7773,"nu.",8,"Cap"
100064,192947,7754,"alf02",6,"Cap"
100027,192876,7747,"alf01",5,"Cap"
99529,191753,7712,"ksi01",1,"Cap"
103616,199728,8033," ",20,"Cap"
104139,200761,8075,"the",23,"Cap"
103226,199012,8000," ",19,"Cap"
104974,202369,8128," ",29,"Cap"
105668,203705,8187," ",18,"Aqr"
105761,203875,8195," ",19,"Aqr"
104459,201381,8093,"nu.",13,"Aqr"
105574,203525,8175," ",17,"Aqr"
103401,199345,8015," ",7,"Aqr"
103045,198743,7990,"mu.",6,"Aqr"
102618,198001,7950,"eps",2,"Aqr"
103981,200496,8058," ",12,"Aqr"
105412,203222,8160," ",16,"Aqr"
105164,202753,8141," ",15,"Aqr"
103682,199960,8041," ",11,"Aqr"
102945,198571,7982," ",4,"Aqr"
103005,198667,7985," ",5,"Aqr"
102624,198026,7951,"k",3,"Aqr"
